tweet_id,user_community,user_active_status,retweet_count_metadata,quote_count_metadata,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users
1320515489093869568,,active,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1320515491073564673,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515495074955266,2,suspended,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320515521524084740,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515523369684992,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515531749740546,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515532446175232,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515542671872000,2,active,0,0,0,0,0,0,2,0,0,0,0,0,2,0
1320515560950669313,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515569179918342,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515573197910016,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515574594764801,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515578151555072,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515593196302336,2,active,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320515604160389126,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515608530853890,2,suspended,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1320515612003733505,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515619914158080,2,active,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320515629183451136,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515647328145411,1,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515646774497281,,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515645776171008,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515654504558598,4,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515658321416193,2,suspended,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1320515664218652672,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515691632488449,1,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515694174363649,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515694656655360,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515714424463361,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515722083102721,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515719923023872,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515723786100736,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515750134595584,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515753330823168,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515754350071809,1,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515754354188290,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515762608484353,3,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515766316376066,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515766614134785,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515768853929984,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515771378896896,2,active,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1320515772364607496,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515773291528192,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515793143169026,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515798302162945,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515796444061701,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515824017440768,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515839657992194,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515836801499136,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515841637732354,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515855965442051,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515861032194049,2,suspended,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1320515881487589377,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515881529692160,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515890211966976,2,active,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1320515890975223811,2,deleted,0,0,0,0,1,2,80,10,0,0,0,0,25,3
1320515894108323846,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515895089893378,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515909761585157,,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515913305698306,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515916501643264,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515941759737856,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515948411973632,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515949204787200,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515951582941185,2,active,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1320515956511330305,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515957006086144,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515976039960581,,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515983694532610,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320515987792367616,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516014023561216,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516021699153920,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516042012196867,1,active,409,8,7,0,29,0,67,0,0,0,0,0,21,0
1320516045040427008,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516074635448320,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516094243663872,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516097867718659,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516123025178625,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516135876325376,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516140469121024,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516195246899200,1,active,1199,183,4,2,76,12,352,63,0,0,4,0,136,25
1320516197163634688,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516201257291776,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516214851067904,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516229786906624,,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516236032253954,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320516249378500609,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
