tweet_id,user_community,user_active_status,retweet_count_metadata,quote_count_metadata,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users
1319790720090255362,1,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319790730399932418,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319790740902477826,0,active,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1319790765648842753,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319790782090530817,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319790784913301504,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319790872498757632,2,active,0,0,0,0,0,0,19,0,0,0,0,0,4,0
1319790881264693250,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319790904044101635,0,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319790915574181888,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319790960344137728,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791043664031745,2,suspended,0,0,0,0,0,0,8,0,0,0,0,0,4,0
1319791067999444992,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791178741579778,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791190259138560,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791268520624128,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791296123457538,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791337164705794,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791374254878721,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791412850888705,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791425240899585,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791447806152704,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791454454251521,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791481272651776,,active,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1319791514214608898,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791519373512704,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791585526222849,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791601711943680,2,active,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1319791606392868864,0,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791613024129025,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791625447501824,0,active,0,0,2,0,0,1,0,0,0,0,0,0,0,0
1319791630728114176,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791628840742913,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319791669672316933,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
