tweet_id,user_community,user_active_status,retweet_count_metadata,quote_count_metadata,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users
1321240260206981120,1,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240263277371392,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240265898819585,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240266620215298,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240270944587776,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240280180363271,2,active,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1321240289760063488,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240293769908225,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240309934731267,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240310123552769,2,suspended,2,0,0,0,0,0,2,0,0,0,0,0,1,0
1321240319342661636,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240320181350409,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240321934692354,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240326342934530,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240328381386754,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240338275684352,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240339311742982,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240342453276674,,active,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240349289914368,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240350501974017,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240353668739073,1,active,19,0,0,0,1,0,13,0,0,0,0,0,9,0
1321240359050072065,1,active,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1321240363521159175,1,active,188,17,0,0,16,1,132,12,0,0,0,0,50,3
1321240362250358792,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240363198074883,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240387202240513,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240390771552261,,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240412099616769,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240424879710211,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240433444462592,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240457796411392,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240458379616256,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240459864207361,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240462292824064,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240468177489927,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240470593376262,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240473495871488,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240487311953921,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240507079708674,2,active,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1321240535710027777,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240545516138496,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240545725878273,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240562293444609,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240569729880064,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240573148356608,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240583126605825,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240586616262661,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240595847852035,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240642144497666,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240648998178816,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240655436357636,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240659022417920,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240665079111681,,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240674696634368,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240671613833216,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240673761316865,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240682003075072,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240687996739584,2,suspended,5,1,0,0,0,0,5,1,0,0,0,0,3,0
1321240692102975488,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240695722643457,1,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240697173725184,2,active,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240708393717761,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240712717967360,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240771463278595,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240777515819009,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240786088955912,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240789175824386,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240794225934337,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240805965733889,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240812647272458,,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321240816908673025,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
