retweeted_id,user_id
1322279596524527616,1117196632863465472
1321868906651250688,951089123191902208
1322298330966298625,636225684
1322319877273718785,1265791397367595008
1322214354566066176,172135286
1322317887709872129,3045109407
1322325258913816576,2436000564
1322319877273718785,1302330253159755777
1322259295317250055,824450140131975168
1322298330966298625,14552409
1322279596524527616,84135023
1322281315614498817,840431948
1322312524394459136,835717947263873026
1322319877273718785,759430510204424192
1322290719554441216,787763952956637184
1322265966391267329,18002731
1322319877273718785,3320716237
1322265966391267329,264927909
1322279596524527616,99285377
1322291763768365073,745362360202723329
1322238078946320384,1272768288246894593
1321122739881680897,634686904
1322312287563075584,852261945269002242
1322265966391267329,3189202877
1322259295317250055,49348579
1322319877273718785,884162972142243842
1322327366782377984,768048614
1321565883794415619,2925092122
1322290719554441216,73150459
1322312287563075584,1169473933139038208
1299692480980549634,14641650
1322279596524527616,763795873
1321964261212651520,2321260260
1322319176367788032,786014487190962176
1322319877273718785,979382284330692610
1322279596524527616,1312195124517011456
1322294286088654849,936398966014349312
1322289675801817090,352627276
1322279596524527616,556466611
1321910806070595585,29920308
1322291012669186056,730123909454946305
1322301977607458824,763795873
1322315327078879234,35285366
1322306456218206210,155913716
1322317887709872129,2230637349
1322279596524527616,2646486950
1322325000460840960,1317935707537739777
1322254605196107778,1077420660
1321868906651250688,880153981
1322279596524527616,26504239
1322325000460840960,3805078222
1322312287563075584,712424898782572544
1321128266078404608,1290750738923171841
1322312287563075584,591225939
1321868906651250688,705404220464373763
1322024492454105088,1274824378207711233
1322290719554441216,1240421316815134722
1322279596524527616,1408670677
1322268159206809601,963075540
1322312287563075584,742897362293559296
1322279596524527616,3188139463
1322289675801817090,1020104760882495488
1322279596524527616,1031387360
1322312517834563584,1039959122249039872
1322180123748143105,3156548129
1322279596524527616,1226327972484931584
1322312287563075584,2491592467
1322325000460840960,16054300
1322290400267137025,793984839196221440
1322279596524527616,1416262806
1322279596524527616,1020417709
1322324212590301184,515501206
1322098039863930881,1573033488
1322267889727098880,1002357840093368321
1322325000460840960,3303677662
1322259295317250055,18857707
1322267426139025410,1163896956822917120
1322279596524527616,1072126688790630400
1321527016747864066,42749187
1322294286088654849,935868859512508417
1322291012669186056,23700363
1322327520730140674,1208487439699824641
1322290719554441216,68149768
1317834581702311937,87603897
1322290719554441216,19612969
1322290719554441216,1246258225881788417
1322180123748143105,749614411
1322325000460840960,1271565991613472773
1322317887709872129,1320466573451239426
1322291763768365073,923984024242028545
1322214354566066176,3140800256
1321122739881680897,868130915620446208
1322259295317250055,1353556963
1322327953024393216,753926201572519936
1322259295317250055,1182454027214180352
1322278093940285442,3872106739
1322312517834563584,1092086942198452224
1322299395174502401,36619784
1322323770292359170,1107415287161331712
1322265966391267329,304822059
1322328420295073797,83461486
1322259295317250055,718266952913973249
1322325328728129537,982128392978878466
1299692480980549634,821890588186386433
1321868906651250688,894409520
1322327520730140674,1110658564505436162
1322319176367788032,1088801388862279686
1321868123088199680,953393603337797633
1322290719554441216,900886526594252802
1322259295317250055,1272230295958364160
1322294286088654849,1294556954979860480
1322267889727098880,16822681
1322185268355457024,573312796
1322279596524527616,4759198542
1322317887709872129,402786385
1322312517834563584,1129015148625235969
1322326337722482700,17982160
1322279596524527616,584330930
1322319351840534528,1616425044
1321868123088199680,778800097
1322290719554441216,556261148
1322267045753507842,1128696184187555841
1322279596524527616,256134487
1322279596524527616,1293220115866058752
1322312287563075584,111093994
1322319176367788032,931674105316769794
1322319877273718785,402786385
1322279596524527616,2482863872
1322259295317250055,1166854722281791488
1321481854751526915,1400624966
1321868906651250688,730469674983555072
1322279596524527616,756565743387508740
1322169025401659395,1128696184187555841
1322279596524527616,1253747652338110464
1322312517834563584,275716992
1322319877273718785,1228839199719206912
1322285790676869127,534632895
1322279596524527616,1107856050
1322260025121902594,1166854722281791488
1322279596524527616,1060320202070593536
1322316987738038272,1074524777577152512
1322098039863930881,835223091638759425
1322312517834563584,1166031934339858433
1322259295317250055,95222570
1322324417360220161,1210178517217890304
1322319176367788032,1307339415417577474
1322024492454105088,74484770
1322279596524527616,402424119
1322030798506237952,1240421316815134722
1322279596524527616,3085869931
1320458737295880192,1307339415417577474
1322290719554441216,33314525
1322279596524527616,115473990
1322279596524527616,1242119426507517952
1322216673471025152,1047562776208728071
1322279596524527616,780508974126927872
1322236142104813569,1184593454485200897
1322319877273718785,1280278581806018565
1322312517834563584,202157841
1320228015419412480,1243348640585801728
1322325475801391106,548103696
1322172910899994624,1224445587791196160
1322327520730140674,1269096597742288896
1322319877273718785,945146163178635264
1322284371219533826,1151594055614312449
1322312517834563584,33410754
1322279596524527616,57789144
1322279596524527616,274769275
1322034762479906817,770438294245113857
1322312287563075584,759210351967760384
1322259295317250055,82907570
1322299395174502401,542061403
1322327520730140674,143867767
1322169055445426179,290645416
1322197098402664448,1302017125930983424
1321527016747864066,2717261048
1322259295317250055,3314642570
1321868906651250688,389675356
1322314186634964997,373011919
1322323659416109057,17106884
1322290719554441216,1311798287477997576
1322328420295073797,1317053078
1299692480980549634,19830711
1322312287563075584,406605051
1321602413367861248,1307339415417577474
1322290719554441216,371916791
