tweet_id,user_community,user_active_status,retweet_count_metadata,quote_count_metadata,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users
1338997268733693952,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997268981161989,0,active,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1338997268238786561,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997269216030724,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997271459819520,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997271619203077,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997274282700803,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997276966932480,2,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997278112165893,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997279487832064,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997285875757061,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997289533267969,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997291718479872,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997294834872322,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997296155906049,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997297527533570,2,active,5,0,0,0,0,0,5,0,0,0,0,0,0,0
1338997301281492992,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997304657928194,0,active,4,1,3,1,0,0,0,0,0,0,0,0,0,0
1338997304569688065,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997309338603520,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997307078029312,2,active,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1338997309263257600,2,suspended,2,0,0,0,0,0,2,0,0,0,0,0,0,0
1338997313289785345,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997315168858113,1,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997317928693765,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997318520098818,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997318620766208,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997319048568834,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997319111487489,2,suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997320294293504,,deleted,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997320575291393,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997321334452224,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997324006100992,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997325406982151,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997330037469184,0,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997329748221953,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997328674496512,2,active,47,4,0,0,0,0,45,5,0,0,0,0,14,1
1338997329534259207,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997334647062529,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997336777891841,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997338342383616,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997340238209025,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997340267552768,,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997340980580362,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338997342213693442,2,active,0,0,0,0,0,0,0,0,0,0,0,0,0,0
