user_id,user_community,user_active_status,closeness_centrality_detractor_cluster,closeness_centrality_promoter_cluster,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users
411540575,4,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1293248039277207556,0,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
3142485334,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1045426578635837441,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
825695726223044608,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1183378066170466304,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
839590489351315456,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
2565447871,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1311993073665224704,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1060501677890027520,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
824382679068065792,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1333369277051777026,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1060530529194426368,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1241393720400007168,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
868383592912740352,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1249941777177608198,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
945595785265205248,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1215379407872786432,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
868973242219872256,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
105564151,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1313629266479910912,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1267497578020720642,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1297807106746318848,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1163440224757669889,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1320080399855505408,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1261026642538958849,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1326337631676895232,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1202793983803478017,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
302016226,2,deleted,,,0,0,0,0,1,0,0,0,0,0,1,0
36024719,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
863755856940236801,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
261255813,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1004608002,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
325861442,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1325171906585239553,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1252644792158138369,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
925156123619086336,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1081021378139176966,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1311545033506525184,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
783477789852852224,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
349259320,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
32017185,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
45139422,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
962148498190815232,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
138470436,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1325579753395527680,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1126744392541192192,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1326085222660796418,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1316505418190016519,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1301610895265669121,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
27469969,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1194675738840055812,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
3092186741,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
16798598,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
221077301,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1138013090245685248,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1008838004721381376,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
204911932,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1322685400943644677,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1302971698103214081,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
812094053013721088,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
836664468943708160,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
134830950,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1228902802006532096,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1331270898653880321,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
23727295,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1270049609323175936,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
774506772325335040,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
2901806110,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1167145393504870403,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
123752681,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1318940060373274626,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
3362104874,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1282410837974507520,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
805943754930749445,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1324496487968067585,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1095131440289738752,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1148396303119867906,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
921474436523585537,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1047481085960101888,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1251897479995539457,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
3224702452,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1151520676026736641,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1335486755688960000,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1072488617698709504,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
939101557689405441,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1311872684100186113,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
847778351494209537,0,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1331281421386862593,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
68252272,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1884895897,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1124980250440491008,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1065984411907239943,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1038632694,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1325421568487428098,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1294983099013529601,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1178693491641053184,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
112233105,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1208804516902162433,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
710281408892174336,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1305121726297247744,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1287976939609882624,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1261354244847755264,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
3028936702,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
2349671518,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
273709241,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
4171670425,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
258541445,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1268574940648878080,0,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
3304142608,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1326998377427505155,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1553797771,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
195381147,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1198326383665176578,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1276186224009543688,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1204390736420069377,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1313535882599845893,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
623936747,0,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
133596141,1,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
1266044103277461504,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1300483770391261186,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1047618926459412480,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
385803036,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1105360867724390400,,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
2874332891,2,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
937800680567463937,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
2795935332,0,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
558296385,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
1308758291804110848,3,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
2195412306,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
877303055301177344,2,suspended,,,0,0,0,0,0,0,0,0,0,0,0,0
29628067,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
706859573479493632,1,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
528963263,,deleted,,,0,0,0,0,0,0,0,0,0,0,0,0
