retweeted_id,user_id
1319609788091817985,1198035481650515974
1319667770083233792,910642944293654528
1319550613668175875,372053421
1310647895033610240,1032786509995421696
1319677395629006849,380671484
1316019392321253376,802369323436081152
1319674913578508290,186506052
1318891608771801088,1312467263635836933
1319683503919927297,795241549
1319667770083233792,834847015288860672
1319650973191647233,988226695
1319643218930208768,81914168
1317947608204111872,447200783
1319685512882434048,921464207312289793
1317947608204111872,1259974903320776704
1317947608204111872,22840485
1317947608204111872,268583777
1317947608204111872,2518534279
1319650973191647233,2767869207
1318891608771801088,1315459505824563200
1319668026195791872,1189019069774610432
1317947608204111872,1218663010492993536
1310647941032337409,27063898
1318707124072026112,226196744
1310647637729636354,27063898
1317947608204111872,431656694
1317842559352254470,1294791840647065600
1317947608204111872,350469956
1319683678390411264,16585101
1317947608204111872,15707776
1319307838561394691,187936720
1319668026195791872,903788607307214848
1319686291202609152,15042650
1319686291202609152,1103586425281396737
1317947608204111872,107905668
1318891608771801088,1356712836
1319383326088638469,109881873
1317947608204111872,751312256
1319683049743790086,16967028
1319686291202609152,1149357356154871809
1319501116741095424,196728143
1319356390280839170,371058483
1317947608204111872,1247169973300183040
1319417874847596550,2767869207
1319686291202609152,1313107159794831366
1319686291202609152,46316917
1319624642886336512,2168006457
1319674913578508290,773204726938791936
1319686291202609152,1240027865019801606
1319686291202609152,129624280
1319686291202609152,1140941912146186241
1319383326088638469,97370449
1317947608204111872,1312133652109811713
1317947608204111872,788944619522314240
1319681936630177794,1204476295247257601
1319323811733438464,1303527113086169088
1317947608204111872,954516433337139200
1319687233453002755,33368212
1319686774931808260,770569214
1319598365705949184,1277070794837942277
1319484589639958528,196728143
1319687233453002755,129624280
1318891608771801088,3411140663
1317947608204111872,78128535
1319686154384531456,151890124
1319314760228347907,1283431108663750656
1319501116741095424,2793357232
1319484589639958528,2793357232
1318646817245069312,3414198353
1319684222630711296,3409679008
1319687233453002755,483917137
1319684186995937281,3409679008
1319687951299784706,2866180975
1319687951299784706,182931329
1319428886409740289,78350550
1319687951299784706,885692646
1319477654844854272,60950340
1319687883737853952,62387220
1319686291202609152,42938040
1319652205742460928,116148047
1319501116741095424,786180083790647297
1319364925542850566,2737406525
1319687883737853952,833758283500441600
1319687951299784706,46255257
1319661066339713030,1002595068824387589
1319686291202609152,133914833
1319688117679460353,1046828030407200768
1319638763971112960,55518743
1319688589517750272,179785566
1319687951299784706,524176313
1319288477624586242,755100883608739840
1319609788091817985,755100883608739840
1319598365705949184,1049420126204784641
1319687951299784706,34813109
1319593818274971648,1288409893
1319686291202609152,3288394404
1319515246575423488,1051251340502958080
1319307838561394691,411133602
1319380817706160152,964603058888978434
